Name,RollNo,Branch
Madhav Kapoor,IT24047,Information Technology
Yash Wadhwa,ME24400,Mechanical Engineering
Anjali Kaur,EE21499,Electrical Engineering
Shalini Patel,CS20083,Computer Science
Rohan Reddy,E24752,Electronics
Aditya Rao,ME18147,Mechanical Engineering
Kavya Wadhwa,M22234,Mathematics
Rohan Chakraborty,ME18682,Mechanical Engineering
Garima Bansal,M20219,Mathematics
Tushar Ghosh,CS18207,Computer Science
Karan Reddy,M22371,Mathematics
Shalini Dutta,E19908,Electronics
Aman Chakraborty,CE23064,Chemical Engineering
Aditya Malhotra,AE19631,Aerospace Engineering
Rishabh Kapoor,EE21672,Electrical Engineering
Neha Dutta,CS23822,Computer Science
Gaurav Joshi,B24062,Biotechnology
Nisha Kapoor,M22499,Mathematics
Kavita Goyal,AE24176,Aerospace Engineering
Shubham Sharma,EE21742,Electrical Engineering
Ashish Agarwal,B18800,Biotechnology
Rishabh Rao,EE21550,Electrical Engineering
Rahul Patel,CS24172,Computer Science
Naveen Patel,AE21341,Aerospace Engineering
Naveen Bansal,CE18349,Chemical Engineering
Madhav Rao,CE19862,Chemical Engineering
Simran Kaur,CS18020,Computer Science
Vijay Trivedi,ME23547,Mechanical Engineering
Rohan Bhat,CE19070,Civil Engineering
Kavya Verma,E23824,Electronics
Kavya Gupta,B20602,Biotechnology
Neha Chakraborty,B23965,Biotechnology
Naveen Das,CS18866,Computer Science
Gaurav Ghosh,B21742,Biotechnology
Mallika Yadav,CS21148,Computer Science
Simran Mahajan,IT19957,Information Technology
Aditya Gupta,M20867,Mathematics
Payal Kohli,B22878,Biotechnology
Pooja Verma,CS19518,Computer Science
Rohan Tiwari,CE20725,Civil Engineering
Anjali Banerjee,E19332,Electronics
Jatin Chawla,EE23665,Electrical Engineering
Sneha Patil,B19059,Biotechnology
Manish Iyer,CS21010,Computer Science
Manish Wadhwa,B20818,Biotechnology
Varun Dutta,M21360,Mathematics
Ritika Sarin,AE24869,Aerospace Engineering
Aryan Verma,M19743,Mathematics
Rohan Ghosh,M23175,Mathematics
Rohan Kaur,IT19220,Information Technology
Sanya Malhotra,ME20962,Mechanical Engineering
Rishabh Ghosh,ME22150,Mechanical Engineering
Anjali Iyer,B18791,Biotechnology
Prakash Naidu,IT20769,Information Technology
Payal Mahajan,CE20503,Civil Engineering
Aditi Deshpande,CE22141,Civil Engineering
Ritika Chopra,CE23276,Chemical Engineering
Sandeep Wadhwa,CE21045,Civil Engineering
Karan Nair,EE19177,Electrical Engineering
Meera Naidu,EE23548,Electrical Engineering
Vani Garg,B20881,Biotechnology
Kavya Ghosh,ME20179,Mechanical Engineering
Rohan Mahajan,ME19524,Mechanical Engineering
Tushar Dutta,CE22643,Civil Engineering
Harsh Saxena,CE24735,Chemical Engineering
Ritika Joshi,IT23464,Information Technology
Sandeep Agarwal,M18176,Mathematics
Tushar Bajaj,AE20086,Aerospace Engineering
Mallika Goyal,CS18460,Computer Science
Sakshi Chatterjee,CE19024,Civil Engineering
Arjun Kapoor,ME18739,Mechanical Engineering
Rajat Khanna,CE20105,Civil Engineering
Neha Naidu,CE18962,Chemical Engineering
Devika Saxena,B18126,Biotechnology
Priya Goyal,ME18376,Mechanical Engineering
Bhavya Yadav,CS18793,Computer Science
Sagar Gupta,CE24965,Civil Engineering
Suresh Reddy,E23644,Electronics
Rishabh Kaur,ME22355,Mechanical Engineering
Kavya Chawla,EE22970,Electrical Engineering
Ritika Chopra,CE20031,Chemical Engineering
Nisha Malhotra,AE18433,Aerospace Engineering
Prakash Das,CS22418,Computer Science
Radhika Banerjee,E21030,Electronics
Kavya Kohli,CE18978,Chemical Engineering
Ananya Chawla,B23464,Biotechnology
Arjun Shah,AE23124,Aerospace Engineering
Ritu Patel,EE24772,Electrical Engineering
Harish Kapoor,B18693,Biotechnology
Madhav Kohli,M21731,Mathematics
Ishaan Kaur,M21206,Mathematics
Deepak Joshi,M20839,Mathematics
Shivam Pandey,CS22468,Computer Science
Aman Saxena,CE21340,Chemical Engineering
Anjali Chopra,E20117,Electronics
Ritu Chakraborty,AE20053,Aerospace Engineering
Harish Mishra,AE19825,Aerospace Engineering
Anupam Bansal,B23692,Biotechnology
Shubham Chawla,AE21510,Aerospace Engineering
Priya Mahajan,CS18643,Computer Science
Rishabh Shah,CE19502,Chemical Engineering
Rajat Banerjee,B19870,Biotechnology
Ayush Patil,B22280,Biotechnology
Ujjwal Menon,B19403,Biotechnology
Shreya Ghosh,IT24298,Information Technology
Ayush Desai,CE24106,Civil Engineering
Rajat Bose,E20699,Electronics
Rashi Saxena,B19866,Biotechnology
Suresh Ghosh,CS21684,Computer Science
Sneha Pandey,B18093,Biotechnology
Sandeep Patel,IT22611,Information Technology
Ankit Kaur,IT24998,Information Technology
Raj Chatterjee,CE21035,Chemical Engineering
Kunal Agarwal,ME18504,Mechanical Engineering
Varun Patel,E19604,Electronics
Ritika Joshi,EE20850,Electrical Engineering
Aryan Sethi,ME23261,Mechanical Engineering
Aditya Dutta,ME24947,Mechanical Engineering
Neha Tiwari,EE18722,Electrical Engineering
Shubham Yadav,E20803,Electronics
Anupam Das,EE21383,Electrical Engineering
Dhruv Wadhwa,CE23097,Civil Engineering
Rahul Goyal,AE21370,Aerospace Engineering
Nisha Chatterjee,CS23704,Computer Science
Anupam Khanna,IT22368,Information Technology
Gaurav Kaur,ME20813,Mechanical Engineering
Sahil Nair,ME18617,Mechanical Engineering
Aryan Bose,ME20783,Mechanical Engineering
Ashish Saxena,CE18068,Chemical Engineering
Anjali Bajaj,CE18960,Chemical Engineering
Yash Garg,B23599,Biotechnology
Madhav Agarwal,B21642,Biotechnology
Ritika Iyer,CE24751,Civil Engineering
Ritu Bhat,CE19355,Chemical Engineering
Sonia Reddy,CE18151,Chemical Engineering
Ankit Pillai,CE23450,Chemical Engineering
Karan Saxena,AE24402,Aerospace Engineering
Aditya Menon,IT18692,Information Technology
Tanvi Rao,M18777,Mathematics
Isha Yadav,B21218,Biotechnology
Sneha Kapoor,E20811,Electronics
Bhavya Khanna,B18241,Biotechnology
Shivam Chatterjee,M23333,Mathematics
Prakash Shah,M20767,Mathematics
Tushar Desai,ME21567,Mechanical Engineering
Shubham Kumar,CE24971,Civil Engineering
Sakshi Desai,B22474,Biotechnology
Samarth Dutta,CS18851,Computer Science
Rohan Singh,M22625,Mathematics
Samarth Kaur,M24877,Mathematics
Kavya Kapoor,CE24367,Civil Engineering
Arjun Kaur,ME21552,Mechanical Engineering
Sonia Sarin,EE21862,Electrical Engineering
Ayush Verma,IT22585,Information Technology
Vani Das,ME24151,Mechanical Engineering
Archana Trivedi,M19733,Mathematics
Madhav Kaur,EE19180,Electrical Engineering
Devika Mehta,ME18266,Mechanical Engineering
Ritika Iyer,B23686,Biotechnology
Raj Sharma,E21680,Electronics
Shalini Mehta,ME22170,Mechanical Engineering
Anupam Tiwari,M21217,Mathematics
Naveen Mahajan,M24072,Mathematics
Prakash Mishra,AE19055,Aerospace Engineering
Madhav Yadav,ME19620,Mechanical Engineering
Jatin Yadav,CE23602,Civil Engineering
Archana Chatterjee,B24985,Biotechnology
Harish Gupta,CE18203,Chemical Engineering
Rishabh Chopra,CE19792,Civil Engineering
Prakash Garg,AE24533,Aerospace Engineering
Sonam Trivedi,B20234,Biotechnology
Pankaj Choudhury,IT21276,Information Technology
Deepak Tiwari,EE24379,Electrical Engineering
Kavita Bajaj,E23645,Electronics
Ritu Desai,CS19652,Computer Science
Vikram Choudhury,CS18499,Computer Science
Ritu Singh,ME19610,Mechanical Engineering
Vani Goyal,CE24312,Civil Engineering
Prakash Garg,IT23578,Information Technology
Jatin Goyal,CE20956,Chemical Engineering
Archana Bhat,CE24127,Chemical Engineering
Neha Bansal,CE22151,Civil Engineering
Madhav Verma,CS21923,Computer Science
Gaurav Garg,CE24021,Civil Engineering
Neha Chakraborty,IT20039,Information Technology
Harsh Sarin,CS20486,Computer Science
Mihir Mishra,E21219,Electronics
Sonam Kumar,CS21403,Computer Science
Harish Naidu,AE19774,Aerospace Engineering
Kavita Garg,CS21336,Computer Science
Sandeep Patil,ME18558,Mechanical Engineering
Manish Bose,IT18378,Information Technology
Neha Patil,B19440,Biotechnology
Sagar Mehta,IT24265,Information Technology
Madhav Choudhury,B20269,Biotechnology
Sonam Khanna,ME22727,Mechanical Engineering
Sahil Naidu,IT18081,Information Technology
Sagar Ghosh,B22383,Biotechnology
Harsh Mehta,ME19919,Mechanical Engineering
Aman Agarwal,E18896,Electronics
Anupam Kaur,M23074,Mathematics
Karan Patil,CE24813,Chemical Engineering
Prakash Pandey,AE19854,Aerospace Engineering
Meera Khanna,ME22712,Mechanical Engineering
Garima Malhotra,EE18884,Electrical Engineering
Karan Chatterjee,B18494,Biotechnology
Sahil Kapoor,EE21997,Electrical Engineering
Ashish Rao,ME20029,Mechanical Engineering
Radhika Sarin,AE18571,Aerospace Engineering
Ritika Agarwal,CE21023,Civil Engineering
Shreya Tiwari,B22679,Biotechnology
Harsh Bansal,EE21435,Electrical Engineering
Manish Sethi,M20403,Mathematics
Neha Kaur,B18512,Biotechnology
Radhika Joshi,CS19465,Computer Science
Karan Desai,AE22233,Aerospace Engineering
Samarth Kumar,IT20754,Information Technology
Ritika Menon,EE19888,Electrical Engineering
Divya Mishra,ME20831,Mechanical Engineering
Mallika Kapoor,CE21559,Chemical Engineering
Raj Bhat,CS21859,Computer Science
Akash Naidu,B23056,Biotechnology
Kavya Saxena,CE23315,Civil Engineering
Nisha Trivedi,AE24247,Aerospace Engineering
Sonam Mahajan,M20712,Mathematics
Vishal Sethi,CS23899,Computer Science
Shreya Sharma,ME21986,Mechanical Engineering
Raj Kumar,E24504,Electronics
Naveen Patel,CE23534,Chemical Engineering
Kavita Patil,AE22120,Aerospace Engineering
Madhav Naidu,B24505,Biotechnology
Sakshi Singh,IT22827,Information Technology
Rahul Desai,IT18098,Information Technology
Varun Bajaj,E19968,Electronics
Rashi Bhat,AE23422,Aerospace Engineering
Jatin Menon,B21636,Biotechnology
Tanvi Kaur,CE21791,Chemical Engineering
Vishal Joshi,CE24702,Civil Engineering
Harish Singh,CE19254,Chemical Engineering
Ritu Chopra,B23912,Biotechnology
Shivam Chatterjee,M19229,Mathematics
Pooja Khanna,EE22329,Electrical Engineering
Anupam Deshpande,EE20773,Electrical Engineering
Sonam Chopra,E20049,Electronics
Sonia Pandey,B19295,Biotechnology
Payal Mahajan,EE20812,Electrical Engineering
Rohan Bose,CE23313,Civil Engineering
Meera Naidu,CE19395,Civil Engineering
Vikram Bose,ME24212,Mechanical Engineering
Ritika Sarin,IT21716,Information Technology
Ritu Chakraborty,M19060,Mathematics
Karan Sharma,M22837,Mathematics
Kavita Desai,CE19817,Civil Engineering
Sandeep Mahajan,AE22782,Aerospace Engineering
Shalini Rao,E24885,Electronics
Ankit Iyer,AE20486,Aerospace Engineering
Sahil Trivedi,CE18469,Chemical Engineering
Naveen Kumar,M24225,Mathematics
Vishal Naidu,IT19532,Information Technology
Prakash Reddy,ME19485,Mechanical Engineering
Aditi Kohli,ME20897,Mechanical Engineering
Devika Menon,ME22587,Mechanical Engineering
Akash Menon,EE18813,Electrical Engineering
Shreya Kaur,CS18964,Computer Science
Divya Chopra,ME22185,Mechanical Engineering
Amit Das,CE24810,Civil Engineering
Vishal Saxena,AE20227,Aerospace Engineering
Ishaan Chakraborty,IT23502,Information Technology
Ujjwal Mahajan,ME21987,Mechanical Engineering
Raj Choudhury,CE22181,Chemical Engineering
Arjun Wadhwa,CS23225,Computer Science
Rajat Reddy,CE24608,Chemical Engineering
Kunal Sethi,IT20845,Information Technology
Tanvi Sharma,EE22719,Electrical Engineering
Shivam Sharma,AE19217,Aerospace Engineering
Sakshi Chawla,E24103,Electronics
Vani Reddy,E24983,Electronics
Tushar Chakraborty,E23092,Electronics
Vikram Shah,AE20811,Aerospace Engineering
Pooja Chatterjee,EE19748,Electrical Engineering
Shubham Pillai,CE20895,Chemical Engineering
Akash Wadhwa,CS19329,Computer Science
Ashish Choudhury,M22540,Mathematics
Sneha Wadhwa,CS20570,Computer Science
Sonia Das,B20328,Biotechnology
Shreya Menon,IT23459,Information Technology
Jatin Rao,CE18399,Chemical Engineering
Pankaj Dutta,CS24532,Computer Science
Yash Chopra,M19767,Mathematics
Anjali Chatterjee,EE18517,Electrical Engineering
Archana Ghosh,CE21680,Chemical Engineering
Aman Chatterjee,ME20019,Mechanical Engineering
Sandeep Yadav,B24305,Biotechnology
Vikram Shah,EE20396,Electrical Engineering
Bhavya Gupta,AE23142,Aerospace Engineering
Sahil Nair,AE23746,Aerospace Engineering
Akash Patel,CE24002,Civil Engineering
Tushar Chatterjee,CE22093,Chemical Engineering
Raj Patel,CE22434,Chemical Engineering
Pooja Chawla,IT19691,Information Technology
Bhavya Gupta,CE18009,Chemical Engineering
Ayush Iyer,CE18094,Chemical Engineering
Sonia Rao,EE19371,Electrical Engineering
Anupam Khanna,AE23861,Aerospace Engineering
Vikram Reddy,CE20768,Chemical Engineering
Pooja Kapoor,CS23516,Computer Science
Aman Sharma,CE20972,Chemical Engineering
Simran Sharma,B21711,Biotechnology
Sakshi Mishra,CS22683,Computer Science
Vani Trivedi,CE18339,Chemical Engineering
Deepak Malhotra,CE21998,Civil Engineering
Ashish Choudhury,IT22384,Information Technology
Ritu Reddy,AE18293,Aerospace Engineering
Aman Chawla,CS20034,Computer Science
Vikram Agarwal,E20171,Electronics
Bhavya Malhotra,AE21037,Aerospace Engineering
Sonam Iyer,CE20897,Civil Engineering
Vikram Sarin,CE19906,Chemical Engineering
Suresh Saxena,E19834,Electronics
Meera Chawla,AE20330,Aerospace Engineering
Aman Mahajan,E18066,Electronics
Raj Naidu,EE19067,Electrical Engineering
Shalini Gupta,IT18809,Information Technology
Karan Dutta,CE21417,Civil Engineering
Radhika Khanna,CS24154,Computer Science
Deepak Patel,E19597,Electronics
Ayush Khanna,E22657,Electronics
Vishal Iyer,CS20529,Computer Science
Vijay Mehta,CE19049,Civil Engineering
Simran Patel,B21949,Biotechnology
Aryan Deshpande,EE22238,Electrical Engineering
Ujjwal Kumar,EE18692,Electrical Engineering
Gaurav Mahajan,CE23718,Civil Engineering
Sonia Mahajan,M23577,Mathematics
Archana Banerjee,E18457,Electronics
Sneha Bose,AE24336,Aerospace Engineering
Karan Chopra,CE23931,Chemical Engineering
Aman Trivedi,EE23649,Electrical Engineering
Samarth Chawla,E21387,Electronics
Aryan Pillai,IT18390,Information Technology
Harsh Sarin,ME23422,Mechanical Engineering
Karan Banerjee,AE19673,Aerospace Engineering
Aryan Agarwal,CS22196,Computer Science
Ritika Yadav,B22295,Biotechnology
Anupam Deshpande,EE22887,Electrical Engineering
Divya Naidu,AE24372,Aerospace Engineering
Aryan Chakraborty,E19961,Electronics
Raj Iyer,AE22238,Aerospace Engineering
Shubham Garg,IT22746,Information Technology
Kavita Nair,CS22541,Computer Science
Sneha Shah,M21033,Mathematics
Sakshi Deshpande,B23881,Biotechnology
Pankaj Bhat,E18136,Electronics
Shreya Malhotra,M23934,Mathematics
Shivam Choudhury,AE19420,Aerospace Engineering
Ashish Chatterjee,M19815,Mathematics
Meera Mishra,CE20704,Chemical Engineering
Meera Patel,CE19412,Civil Engineering
Anupam Sarin,B19093,Biotechnology
Devika Patel,ME24362,Mechanical Engineering
Akash Joshi,CS20021,Computer Science
Bhavya Chatterjee,CS22426,Computer Science
Ankit Pillai,CE18935,Civil Engineering
Shreya Wadhwa,B21969,Biotechnology
Raj Yadav,CE20214,Chemical Engineering
Sonia Malhotra,M22815,Mathematics
Tushar Sharma,ME22576,Mechanical Engineering
Aman Wadhwa,AE24094,Aerospace Engineering
Anupam Kaur,CS19467,Computer Science
Radhika Malhotra,EE21509,Electrical Engineering
Samarth Bose,E22310,Electronics
Isha Iyer,EE22990,Electrical Engineering
Nikhil Tiwari,M23964,Mathematics
Sahil Chakraborty,ME22332,Mechanical Engineering
Anupam Desai,E19589,Electronics
Aditya Mehta,CS23763,Computer Science
Devika Joshi,ME24495,Mechanical Engineering
Sanya Iyer,M18972,Mathematics
Gaurav Mishra,CE23854,Civil Engineering
Meera Iyer,EE18417,Electrical Engineering
Rashi Saxena,E19896,Electronics
Pankaj Chakraborty,M23156,Mathematics
Isha Wadhwa,EE24512,Electrical Engineering
Mihir Bansal,CE19891,Civil Engineering
Neha Banerjee,CE20144,Chemical Engineering
Payal Tiwari,AE20739,Aerospace Engineering
Simran Bose,B18493,Biotechnology
Neha Bhat,M22496,Mathematics
Bhavya Rao,IT20118,Information Technology
Amit Garg,CE23764,Civil Engineering
Shreya Reddy,EE18755,Electrical Engineering
Sagar Wadhwa,B19416,Biotechnology
Shubham Bansal,CE19413,Chemical Engineering
Aman Shah,IT19287,Information Technology
Pankaj Bhat,EE19048,Electrical Engineering
Divya Bhat,E19919,Electronics
Neha Bansal,E20075,Electronics
Radhika Bose,EE20194,Electrical Engineering
Neha Verma,CS21675,Computer Science
Ankit Joshi,CS18959,Computer Science
Ankit Dutta,CE24263,Civil Engineering
Ujjwal Kaur,B24447,Biotechnology
Mallika Deshpande,CS18876,Computer Science
Shivam Wadhwa,IT23647,Information Technology
Anjali Patil,CS21491,Computer Science
Ujjwal Bhat,CE19237,Civil Engineering
Sonam Reddy,CE24454,Chemical Engineering
Pankaj Bansal,CE24344,Chemical Engineering
Sonia Deshpande,ME21332,Mechanical Engineering
Sneha Shah,B19003,Biotechnology
Ritu Tiwari,EE22996,Electrical Engineering
Sneha Tiwari,EE19325,Electrical Engineering
Sakshi Malhotra,E18497,Electronics
Radhika Chatterjee,AE21993,Aerospace Engineering
Anjali Deshpande,CE21231,Civil Engineering
Rohan Bansal,EE22773,Electrical Engineering
Ayush Bhat,CE20101,Chemical Engineering
Sanya Patil,ME21023,Mechanical Engineering
Manish Pillai,EE23288,Electrical Engineering
Prakash Patel,B24182,Biotechnology
Devika Pandey,B18825,Biotechnology
Isha Nair,AE18237,Aerospace Engineering
Sonam Nair,B21258,Biotechnology
Amit Goyal,CE21908,Civil Engineering
Prakash Patel,AE24100,Aerospace Engineering
Yash Kaur,CE19988,Civil Engineering
Sneha Mishra,M21439,Mathematics
Tanvi Garg,M23346,Mathematics
Ritu Goyal,AE22889,Aerospace Engineering
Tanvi Sarin,CE20536,Civil Engineering
Shalini Gupta,B19649,Biotechnology
Aryan Patil,ME20374,Mechanical Engineering
Nisha Sharma,B18242,Biotechnology
Simran Reddy,CS18456,Computer Science
Suresh Agarwal,CE24657,Chemical Engineering
Garima Menon,ME20914,Mechanical Engineering
Yash Bose,IT20461,Information Technology
Sahil Deshpande,CE24962,Chemical Engineering
Sahil Yadav,AE18870,Aerospace Engineering
Kunal Pillai,IT23680,Information Technology
Garima Pillai,M20893,Mathematics
Garima Mahajan,AE23111,Aerospace Engineering
Anupam Patel,M22445,Mathematics
Yash Nair,CS18640,Computer Science
Sandeep Rao,ME18322,Mechanical Engineering
Isha Sarin,M20833,Mathematics
Prakash Tiwari,E23249,Electronics
Rajat Shah,B23048,Biotechnology
Kavya Kohli,AE20726,Aerospace Engineering
Nikhil Wadhwa,EE24934,Electrical Engineering
Ayush Banerjee,CS22576,Computer Science
Sanya Sarin,IT19526,Information Technology
Sanya Iyer,ME21203,Mechanical Engineering
Pooja Nair,EE21512,Electrical Engineering
Tushar Sethi,IT19368,Information Technology
Ritu Mishra,CE18709,Civil Engineering
Varun Tiwari,EE23866,Electrical Engineering
Payal Naidu,ME20647,Mechanical Engineering
Shalini Yadav,ME18289,Mechanical Engineering
Vikram Patil,B23453,Biotechnology
Vikram Choudhury,CE22478,Chemical Engineering
Vani Deshpande,M20790,Mathematics
Shalini Kumar,CE20731,Civil Engineering
Rahul Kaur,CE20817,Civil Engineering
Vishal Singh,EE22791,Electrical Engineering
Harsh Bajaj,EE22420,Electrical Engineering
Ankit Menon,EE22540,Electrical Engineering
Sakshi Menon,M22261,Mathematics
Tushar Kumar,M18327,Mathematics
Ankit Singh,ME22269,Mechanical Engineering
Shubham Bansal,IT22685,Information Technology
Payal Ghosh,CE19630,Chemical Engineering
Ayush Mahajan,E18146,Electronics
Isha Mishra,ME23265,Mechanical Engineering
Arjun Choudhury,B21893,Biotechnology
Isha Nair,CE23756,Civil Engineering
Vishal Kumar,AE18710,Aerospace Engineering
Deepak Kumar,CE18357,Chemical Engineering
Amit Agarwal,AE24459,Aerospace Engineering
Gaurav Chakraborty,E19094,Electronics
Suresh Kohli,IT19715,Information Technology
Manish Sarin,IT19027,Information Technology
Sanya Saxena,CS21236,Computer Science
Sahil Chatterjee,IT19569,Information Technology
Ankit Sharma,CE19706,Civil Engineering
Neha Saxena,M23681,Mathematics
